n,p,cens_rate,hetero,model_type,c0_threshold,mean_weight,std_weight,min_weight,max_weight,mean_censor_prob,std_censor_prob
2000,1,0.5,False,weibull,2.4027086074918595,1.070967408406174,0.28852490030244066,0.521017255813769,1.8928063745223158,0.49853020614181104,0.12509077141543515
2000,1,0.5,False,rsf,2.4027086074918595,1.070967408406174,0.28852490030244066,0.521017255813769,1.8928063745223158,0.49853020614181104,0.12509077141543515
2000,1,0.5,True,km,2.3308083564459254,1.1420408636301764,0.6847574989769203,0.6098423013062914,4.520803387608487,0.50402965589611,0.12739867220959253
2000,1,0.5,True,cox,2.3308083564459254,1.1420408636301764,0.6847574989769203,0.6098423013062914,4.520803387608487,0.50402965589611,0.12739867220959253
2000,1,0.5,True,weibull,2.3308083564459254,1.1420408636301764,0.6847574989769203,0.6098423013062914,4.520803387608487,0.50402965589611,0.12739867220959253
2000,1,0.5,True,rsf,2.3308083564459254,1.1420408636301764,0.6847574989769203,0.6098423013062914,4.520803387608487,0.50402965589611,0.12739867220959253
2000,50,0.5,False,km,1.1521899332579193,1.6007486486012186,1.061765780601346,0.5642016173915135,4.85591735641052,0.49758781869445956,0.29592395152180306
2000,50,0.5,False,cox,1.1521899332579193,1.6007486486012186,1.061765780601346,0.5642016173915135,4.85591735641052,0.49758781869445956,0.29592395152180306
2000,50,0.5,False,weibull,1.1521899332579193,1.6007486486012186,1.061765780601346,0.5642016173915135,4.85591735641052,0.49758781869445956,0.29592395152180306
2000,50,0.5,False,rsf,1.1521899332579193,1.6007486486012186,1.061765780601346,0.5642016173915135,4.85591735641052,0.49758781869445956,0.29592395152180306
2000,50,0.5,True,km,0.8340154534157597,1.3262920472986857,0.707478562444279,0.5636786794247062,3.05797783007863,0.5021901489983732,0.24575808925742712
2000,50,0.5,True,cox,0.8340154534157597,1.3262920472986857,0.707478562444279,0.5636786794247062,3.05797783007863,0.5021901489983732,0.24575808925742712
2000,50,0.5,True,weibull,0.8340154534157597,1.3262920472986857,0.707478562444279,0.5636786794247062,3.05797783007863,0.5021901489983732,0.24575808925742712
2000,50,0.5,True,rsf,0.8340154534157597,1.3262920472986857,0.707478562444279,0.5636786794247062,3.05797783007863,0.5021901489983732,0.24575808925742712
